what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1332100550314
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1332100550330
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1332100550353
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1332100550384
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1332100550431
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1332100550455
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1332100550494
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1332100550517
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1332100550556
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1332100550595
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332100552888
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332100645357
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332100648888
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332101242249
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332101242288
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332101244246
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1332101245626
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1332101250250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332101491384
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332101631909
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332101633120
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332101671221
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r36,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1332101671241
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332101699268
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102277374
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102279671
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102289563
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102291586
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102303802
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1332102306017
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102312621
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102314671
executed,command,com.google.appengine.eclipse.core,2.5.1.v201201120043-rel-r36,"com.google.appengine.eclipse.core.deployToGoogle",1332102315117
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102315203
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102390039
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102391847
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102402302
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r36,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1332102404740
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102405031
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102411629
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102428563
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102435981
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1332102435991
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102439009
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102973737
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r36,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1332102974597
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r36,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1332102976572
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332102992335
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103029915
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1332103055049
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1332103056337
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1332103056775
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103118405
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103121076
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103155717
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103183637
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1332103183747
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1332103184825
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r36,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1332103185708
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103209221
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1332103209249
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103217802
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103225568
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103234113
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r36,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1332103266274
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103277814
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103311072
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103336444
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103787452
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103788283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103803461
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103809443
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103814458
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1332103816553
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103823274
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332103831633
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1332103834395
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1332103874463
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1332103874581
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.open.editor",1332103874651
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r36,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1332103882180
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1332610824792
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1332610824794
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1332610824795
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1332610824795
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1332610824795
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1332610824795
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1332610824795
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1332610824795
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1332610824796
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1332610824796
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1332610824796
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1332610824796
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1332610824796
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1332610824796
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1332610824797
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1332610824797
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1332610824797
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1332610824797
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1332610824797
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1332610824797
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1332610824798
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1332610824798
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1332610824798
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1332610824798
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1332610824798
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1332610824798
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1332610824798
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1332610824798
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1332610824798
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1332610824798
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1332610824860
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1332610824860
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1332610825013
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1332610825014
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1332610825014
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1332610825014
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1332610825057
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1332610825153
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1332610825153
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1332610825154
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1332610825154
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1332610825154
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1332610825154
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1332610825154
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1332610825154
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1332610825154
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1332610825444
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1332610825444
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1332610825444
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1332610825444
